lexical_similarity_score,min_edit_distance_to_brand_domain,homoglyph_similarity_score,brand_token_in_subdomain,brand_token_in_path,brand_not_in_registered_domain,subdomain_depth,dns_check_pass,dns_resolves_to_ip,cname_exists,cname_chain_length,nameserver_reputation_score,passive_dns_first_seen_days,domain_age_days,domain_expiry_days,registrar_reputation_score,asn_reputation_score,ip_seen_with_many_brands,https_enabled,ssl_valid,cert_age_days,ct_log_first_seen_days,url_fetch_success,redirect_count,redirect_cross_domain_count,page_render_success,has_login_form,has_password_input,form_action_external,logo_detected,logo_brand_matches_target_brand,logo_brand_domain_mismatch,favicon_hash_matches_target_brand,favicon_hash_matches_known_phish,html_dom_hash_matches_known_phish,high_lexical_similarity,page_fetch_success,no_login_form,no_brand_visual_claim,brand_token_or_logo_present,visual_brand_domain_mismatch,same_html_hash_domain_count_7d,suspected_inactive,suspected_active_infra,suspected_active_no_phish_evidence,phishing,phishing_campaign,validation_status,validation_reason,extraction_status,dns_status,rdap_status,whois_status,http_status,tls_status,page_status,label
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,391,339,8,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,2214,342,6,-1,1,1,1,25,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,41,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,1119,342,8,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,34,331,8,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,35,330,8,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,33,332,8,-1,0,1,1,26,-1,1,2,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,35,330,8,-1,1,1,0,-1,-1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,partial,success,success,skipped,success,invalid,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,34,331,8,-1,0,1,1,34,-1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,8,-1,34,331,4,-1,0,1,1,34,-1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,2,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,34,331,8,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,4,-1,34,331,6,-1,0,1,1,34,-1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,34,331,6,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,error,error,empty,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,35,330,8,-1,1,1,1,35,-1,1,2,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,2,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,4,-1,34,697,6,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_404,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,34,331,8,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,34,331,8,-1,1,1,1,34,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,41,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,34,331,8,-1,1,1,1,31,-1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,4,-1,34,331,6,-1,0,1,1,34,-1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,34,331,8,-1,1,1,1,34,-1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,34,331,4,-1,0,0,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_436,error,empty,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,34,331,6,-1,0,1,0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,partial,success,success,skipped,success,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,9168,328,6,-1,0,1,1,46,-1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,818,278,8,-1,1,1,1,33,-1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,1133,328,6,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,error,error,empty,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,401,329,6,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,4,-1,55,310,6,-1,0,1,1,34,-1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,401,329,6,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,8,-1,1120,341,6,-1,0,1,1,51,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,phishing,visual brand-domain mismatch,partial,success,success,skipped,http_404,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,6216,358,8,-1,0,1,1,56,-1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,2959,328,6,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,2227,329,8,-1,0,1,1,10,-1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.857143,0,0.857143,0,0,0,0,1,1,0,0,4,-1,543,187,6,-1,0,1,0,-1,-1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,partial,success,success,skipped,success,invalid,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,401,329,8,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,765,330,4,-1,1,1,1,35,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,11,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,8,-1,49,316,6,-1,1,1,1,49,-1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,49,1047,8,-1,0,1,1,11,-1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,2608,314,8,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,5528,316,8,-1,0,1,1,113,-1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,2242,314,4,-1,1,1,1,293,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,41,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,8,-1,4799,314,8,-1,0,1,1,24,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,14,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,success,success,0
1.0,0,1.0,0,0,0,0,1,1,0,0,6,-1,49,316,6,-1,1,1,1,203,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,41,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,8,-1,49,316,4,-1,0,1,1,49,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,phishing,visual brand-domain mismatch,partial,success,success,skipped,http_523,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,9552,309,8,-1,1,1,1,309,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,41,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
1.0,0,1.0,0,0,0,0,1,1,0,0,-1,-1,57,308,4,-1,1,1,1,35,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,41,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,partial,success,unavailable,success,success,success,success,0
0.857143,0,0.857143,0,0,0,0,1,1,0,0,6,-1,417,313,6,-1,0,1,0,-1,-1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,partial,success,success,skipped,success,invalid,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,1147,314,6,-1,0,1,1,47,-1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,8,-1,49,316,8,-1,0,1,1,49,-1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,876,220,6,-1,1,1,1,10,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,41,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,3701,316,8,-1,0,1,1,291,-1,1,2,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,4047,336,6,-1,0,0,0,-1,-1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,partial,success,success,skipped,success,error,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,762,333,6,-1,0,0,0,-1,-1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,partial,success,success,skipped,success,error,success,1
0.923077,0,0.923077,0,0,0,0,1,1,0,0,6,-1,5876,333,8,-1,1,1,1,75,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.923077,0,0.923077,0,0,0,0,1,1,0,0,6,-1,28,337,6,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,error,error,empty,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,28,337,8,-1,0,1,1,28,-1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,31,334,6,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.857143,0,0.857143,0,0,0,0,1,1,0,0,6,-1,7702,333,8,-1,1,0,0,-1,-1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,partial,success,success,skipped,success,error,success,1
0.903226,0,0.903226,0,0,0,0,1,1,0,0,6,-1,396,334,4,-1,1,1,1,31,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,11,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,761,334,4,-1,1,1,1,31,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,11,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,396,334,4,-1,1,1,1,31,-1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,762,333,8,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,399,331,8,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.909091,0,0.909091,0,0,0,0,1,1,0,0,6,-1,397,333,8,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,397,333,8,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,8,-1,3247,405,8,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,error,error,empty,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,37,328,8,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,394,336,6,-1,0,0,0,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,error,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,8,-1,167,198,4,-1,0,1,1,30,-1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.857143,0,0.857143,0,0,0,0,1,1,0,0,6,-1,3688,329,8,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,error,error,empty,0
0.941176,0,0.941176,0,0,0,0,1,1,0,0,8,-1,28,337,6,6,1,1,1,28,-1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,761,334,4,6,1,1,1,31,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,11,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.888889,0,0.888889,0,0,0,0,1,1,0,0,6,-1,29,336,8,-1,0,1,0,-1,-1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,partial,success,success,skipped,success,invalid,success,1
1.0,0,1.0,0,0,0,0,1,1,0,0,6,-1,346,19,6,-1,0,0,0,-1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,partial,success,success,skipped,success,error,success,0
0.875,0,0.875,0,0,0,0,1,1,0,0,6,-1,394,336,6,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,8,-1,37,328,6,-1,1,1,1,37,-1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,762,333,6,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,2954,333,8,-1,0,1,0,-1,-1,1,2,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,partial,success,success,skipped,success,invalid,success,1
0.9,0,0.9,0,0,0,0,1,1,0,0,4,-1,35,330,6,-1,0,1,1,35,-1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,8,-1,52,313,6,-1,1,1,1,52,-1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,6244,330,8,-1,0,1,1,170,-1,1,2,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,8,-1,35,330,8,-1,0,1,1,35,-1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,3688,329,8,-1,0,1,1,49,-1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,password input plus brand token/logo evidence,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,8,-1,296,69,4,-1,0,1,1,29,-1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,405,325,8,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,4,-1,36,329,6,-1,0,1,1,36,-1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,2959,328,8,-1,0,1,1,51,-1,1,2,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.857143,0,0.857143,0,0,0,0,1,1,0,0,6,-1,36,329,8,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,35,330,4,-1,0,1,1,18,-1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,6244,330,6,-1,1,1,1,16,-1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,4,-1,36,329,6,-1,0,1,1,5,-1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,password input plus brand token/logo evidence,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,4,-1,35,330,6,-1,1,1,1,35,-1,1,2,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,35,330,6,-1,0,1,1,32,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,error,success,empty,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,35,330,8,-1,1,1,1,22,-1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,35,330,6,-1,0,1,1,34,-1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand-domain mismatch,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,9531,330,6,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,144,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,53,312,6,-1,0,1,0,-1,-1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,3,0,0,0,1,0,phishing,visual brand-domain mismatch,partial,success,success,skipped,success,invalid,success,1
